Gene	PM1	PM2	LN1	LN2
NAPG	2042	1703	1050	1009
NAPRT1	200	165	1159	1127
NAPSA	27	34	2	6
NAPSB	3	2	19	10
NARF	1352	2013	1568	1644
NARFL	680	687	873	1009
NARG2	864	764	1379	1409
NARS	8683	6137	7016	6922
NARS2	1407	954	1030	1032
NASP	3365	2510	4376	4592
NAT1	276	261	324	375
NAT10	2887	1854	2592	2465
NAT14	266	455	331	381
NAT2	0	1	12	13
NAT6	130	182	192	202
NAT8	0	1	2	5
NAT8B	0	0	6	5
NAT8L	384	300	1247	1198
NAT9	948	1066	812	928
NAV1	65	48	1181	841
NAV2	124	37	53	55
NAV2-AS4	0	0	0	0
NAV3	2	6	290	213
NBAS	703	545	835	757
NBEA	567	558	268	263
NBEAL1	360	186	179	101
NBEAL2	5152	4046	2296	2001
NBEAP1	0	0	201	154
NBL1	0	0	0	0
NBLA00301	0	0	0	0
NBN	6189	4537	1411	1413
NBPF1	1194	849	742	622
NBPF10	224	195	51	38
NBPF11	1	2	0	0
NBPF14	178	150	81	80
NBPF15	127	86	34	24
NBPF16	6	4	4	2
NBPF22P	0	0	0	0
NBPF24	0	0	0	0
NBPF3	297	256	46	36
NBPF4	10	5	0	0
NBPF6	0	2	0	0
NBPF7	1	1	11	16
NBPF9	301	205	161	107
NBR1	3321	3585	3687	3653
NBR2	103	146	170	159
NCALD	9	17	11	15
NCAM1	49	45	19	16
NCAM2	513	777	4401	4074
NCAN	0	1	1	0
NCAPD2	6858	5200	5603	5580
NCAPD3	2867	1693	2911	2787
NCAPG	1824	1492	1827	1866
NCAPG2	9736	7118	2368	2280
NCAPH	2797	1831	1971	1985
NCAPH2	1551	1490	879	1087
NCBP1	2316	1496	2081	2037
NCBP2	5664	4793	2720	2787
NCCRP1	5	1	5	5
NCDN	1332	1106	1026	900
NCEH1	398	330	668	614
NCF1	0	0	0	0
NCF1B	0	0	0	0
NCF1C	0	0	0	1
NCF2	6	0	0	0
NCF4	1	5	1	0
NCK1	646	604	752	751
NCK2	698	686	368	354
NCKAP1	8470	6054	5135	5017
NCKAP1L	0	0	3	0
NCKAP5	81	77	17	7
NCKAP5L	457	502	268	198
NCKIPSD	604	781	1086	1101
NCL	29249	17862	30199	31099
NCLN	1333	1175	2334	2382
NCOA1	1119	941	2450	1938
NCOA2	1114	692	832	656
NCOA3	22334	14934	957	747
NCOA4	4331	3649	5302	5057
NCOA5	1842	1419	1787	1809
NCOA6	2788	1529	1698	1315
NCOA7	348	302	1044	888
NCOR1	4693	2876	4011	3014
NCOR2	2508	2213	4235	2966
NCR1	0	0	0	0
NCR2	0	0	0	0
NCR3	0	2	9	10
NCRNA00028	0	0	0	0
NCRNA00029	0	0	0	0
NCRNA00032	0	0	0	0
NCRNA00051	0	0	0	0
NCRNA00052	94	102	0	0
NCRNA00085	61	120	66	57
NCRNA00086	56	77	54	57
NCRNA00087	3	6	85	115
NCRNA00092	0	0	0	1
NCRNA00094	756	824	899	906
NCRNA00099	0	0	0	0
NCRNA00102	0	0	0	0
NCRNA00111	1	0	2	2
NCRNA00112	0	0	0	0
NCRNA00113	0	0	0	0
NCRNA00114	0	0	0	0
NCRNA00115	9	3	27	28
NCRNA00116	189	196	337	324
NCRNA00119	0	0	0	0
NCRNA00152	58	101	3	2
NCRNA00157	0	0	0	0
NCRNA00158	0	0	0	0
NCRNA00159	0	0	1	0
NCRNA00160	3	0	0	0
NCRNA00161	2	0	90	83
NCRNA00162	0	0	0	2
NCRNA00163	0	4	0	0
NCRNA00167	1	0	48	54
NCRNA00168	0	0	3	0
NCRNA00169	29	21	9	10
NCRNA00173	30	12	0	0
NCRNA00174	55	64	138	85
NCRNA00175	2	0	0	0
NCRNA00176	24	51	58	47
NCRNA00184	1	1	3	1
NCRNA00185	0	0	1	3
NCRNA00188	21260	23656	17181	19026
NCRNA00189	0	1	0	0
NCRNA00200	0	0	0	0
NCRNA00201	111	142	130	122
NCRNA00202	5	2	4	3
NCRNA00204A	0	0	0	0
NCRNA00204B	0	0	0	0
NCRNA00207	0	0	0	0
NCRNA00208	0	0	0	0
NCRNA00219	635	649	416	432
NCRNA00221	0	0	19	13
NCRNA00222	0	0	0	1
NCRNA00226	0	0	2	3
NCRNA00229	0	0	0	0
NCRNA00230A	0	0	0	0
NCRNA00230B	0	0	0	0
NCRNA00235	4	1	35	21
NCRNA00238	1	1	1	0
NCRNA00239	0	0	0	0
NCRNA00240	5	10	15	20
NCRNA00241	4	1	0	0
NCRNA00242	3	6	144	135
NCRNA00244	1	1	1	0
NCRNA00245	22	23	113	132
NCRNA00246A	0	0	0	0
NCRNA00246B	0	0	0	0
NCRNA00247	50	51	58	59
NCRNA00251	0	0	0	1
NCRNA00252	3	6	7	1
NCRNA00254	0	0	0	0
NCRNA00255	6	4	36	34
NCRNA00256A	1	0	2	4
NCRNA00256B	0	0	0	0
NCRNA00257	8	15	97	82
NCRNA00258	24	70	0	0
NCRNA00261	4	4	0	0
NCRNA00263	288	420	120	100
NCRNA00264	0	0	0	0
NCRNA00265	101	107	1	0
NCRNA00266-1	0	0	0	1
NCRNA00271	6	17	4	4
NCRNA00272	0	0	0	0
NCRNA00273	0	0	0	0
NCRNA00277	0	14	1	1
NCRNA00281	0	0	0	0
NCRNA00282	1	2	2	2
NCRNA00284	3	6	0	0
NCRNA00285	0	0	0	1
NCRNA00287	156	109	183	121
NCRNA00288	0	0	0	0
NCRNA00290	0	0	0	0
NCRNA00292	17	16	90	78
NCRNA00293	0	0	0	0
NCRNA00294	201	188	238	244
NCRNA00299	0	1	0	0
NCRNA00301	0	0	0	0
NCRNA00303	0	1	0	0
NCRNA00304	5	4	2	1
NCRNA00305	0	0	0	0
NCRNA00306	1	0	0	0
NCRNA00307	0	0	0	0
NCRNA00308	0	0	0	0
NCRNA00309	0	0	0	0
NCRNA00310	0	1	1	1
NCRNA00311	1	2	0	0
NCRNA00312	1	3	2	0
NCRNA00313	2	0	3	1
NCRNA00314	0	0	1	0
NCRNA00317	0	0	0	0
NCRNA00318	0	0	0	0
NCRNA00319	4	7	2	4
NCRNA00320	0	0	0	0
NCRNA00321	14	6	0	1
NCRNA00323	1	0	0	0
NCRNA00324	11	20	35	32
NCRNA00326	0	0	0	0
NCRNA00327	0	5	13	11
NCRNA00335	0	0	0	0
NCRNA00336	0	0	0	3
NCRNA00338	156	121	223	269
NCRNA00339	286	384	281	346
NCRNA00341	22	6	29	38
NCRNA00346	1	1	3	7
NCRUPAR	0	0	0	0
NCS1	1716	1232	1933	1954
NCSTN	1702	1805	2177	2189
NDC80	2043	1780	1173	1336
NDE1	680	546	396	356
NDEL1	965	822	724	714
NDFIP1	2420	2536	1707	1776
NDFIP2	1195	1031	1052	1112
NDN	5	5	1077	1319
NDNF	1	2	0	0
NDNL2	269	313	784	908
NDOR1	880	916	1762	1686
NDP	0	0	6	13
NDRG1	1872	4765	8902	7119
NDRG2	319	302	1203	1360
NDRG3	1435	1401	1957	1898
NDRG4	295	366	39	42
NDST1	5457	3896	3533	3259
NDST2	776	793	533	512
NDST3	12	10	0	0
NDST4	2	2	1	1
NDUFA1	1352	1415	2102	2361
NDUFA10	1718	1564	2088	2435
NDUFA11	681	866	1529	1993
NDUFA12	1425	1460	1175	1334
NDUFA13	3427	3812	2546	3127
NDUFA2	1081	1085	968	1340
NDUFA3	522	580	720	785
NDUFA4	2759	2629	2611	3040
NDUFA4L2	14	12	33	50
NDUFA5	1497	1119	1320	1368
NDUFA6	1865	1630	1446	1634
NDUFA7	644	829	1545	1703
NDUFA8	1055	957	1665	1979
NDUFA9	1810	1367	2059	2616
NDUFAB1	2814	2255	1928	2219
NDUFAF1	282	256	593	809
NDUFAF2	333	219	441	475
NDUFAF3	393	414	2111	2489
NDUFAF4	449	252	560	704
NDUFB1	1054	1336	1138	1485
NDUFB10	2139	2208	2303	2599
NDUFB11	1061	1190	1654	1892
NDUFB2	1517	1954	1217	1765
NDUFB3	823	739	932	1033
NDUFB4	1475	1416	6182	6655
NDUFB5	1951	1956	1783	2216
NDUFB6	1193	1046	1331	1849
NDUFB7	1045	1148	1420	1483
NDUFB8	830	863	1058	1274
NDUFB9	5205	4744	2905	3241
NDUFC1	1050	1248	1095	1193
NDUFC2	539	598	492	666
NDUFC2-KCTD14	0	0	0	0
NDUFS1	4908	3660	4042	4062
NDUFS2	4330	4247	3636	4006
NDUFS3	2975	2760	1661	1974
NDUFS4	874	826	926	964
NDUFS5	2732	2334	3500	4135
NDUFS6	1425	1411	1321	1659
NDUFS7	304	508	1255	1029
NDUFS8	1569	1704	2004	2001
NDUFV1	3913	4551	3970	4393
NDUFV2	1269	1289	1603	1680
NDUFV3	1140	1038	1014	1078
NEAT1	5152	9569	4064	3529
NEB	259	174	13	13
NEBL	2839	3139	376	328
NECAB1	1	1	3	1
NECAB2	43	40	10	5
NECAB3	957	1428	984	993
NECAP1	902	907	1559	1783
NECAP2	841	873	395	477
NEDD1	2732	2154	1419	1383
NEDD4	1151	1068	284	243
NEDD4L	623	707	2388	2112
NEDD8	740	738	635	780
NEDD8-MDP1	0	0	0	0
NEDD9	203	99	466	501
NEFH	5	0	1	2
NEFL	0	0	4	6
NEFM	0	0	0	0
NEGR1	0	0	23	21
NEIL1	314	548	258	270
NEIL2	505	337	1275	1449
NEIL3	455	306	318	359
NEK1	465	409	829	832
NEK10	0	0	13	15
NEK11	201	279	51	58
NEK2	803	674	1106	1083
NEK3	319	293	45	44
NEK4	950	749	1631	1507
NEK5	31	16	0	2
NEK6	1162	754	1362	1047
NEK7	1699	1487	1787	1787
NEK8	408	374	355	330
NEK9	34	44	3874	3724
NELF	1388	1449	2447	2269
NELL1	0	0	1	0
NELL2	10	20	16	15
NEMF	1774	1168	1025	932
NENF	639	708	706	902
NEO1	2669	1851	1320	1004
NES	210	240	106	123
NET1	6471	4444	2616	2640
NETO1	7	7	2982	2852
NETO2	856	679	1423	1382
NEU1	1112	1761	861	1022
NEU2	0	0	0	0
NEU3	381	217	416	310
NEU4	0	2	11	15
NEURL	17	39	82	74
NEURL1B	1212	1402	891	853
NEURL2	9	14	40	28
NEURL3	1	0	15	13
NEURL4	2102	1464	2021	2092
NEUROD1	0	0	0	0
NEUROD2	0	1	0	0
NEUROD4	0	0	0	1
NEUROD6	0	0	0	0
NEUROG1	0	0	0	0
NEUROG2	0	0	1	0
NEUROG3	0	0	0	0
NEXN	3	1	2	5
NF1	3089	1649	2596	1869
NF1P1	0	0	1	0
NF2	798	568	1310	1258
NFAM1	1	4	2	4
NFASC	5	0	277	242
NFAT5	1400	1117	1402	968
NFATC1	151	212	112	106
NFATC2	118	69	11	5
NFATC2IP	2088	2293	1133	1138
NFATC3	2001	1498	1388	1266
NFATC4	466	661	211	213
NFE2	4	2	7	10
NFE2L1	4263	3949	5297	4890
NFE2L2	2494	1635	1688	1637
NFE2L3	231	196	460	431
NFIA	564	440	1782	1573
NFIB	1213	777	1405	1121
NFIC	662	382	1759	1124
NFIL3	196	148	281	297
NFIX	1034	934	19168	16078
NFKB1	1350	1003	1030	975
NFKB2	498	720	793	831
NFKBIA	2040	2145	1000	1051
NFKBIB	541	457	291	290
NFKBID	101	83	86	62
NFKBIE	167	225	96	130
NFKBIL1	330	459	428	443
NFKBIZ	228	176	145	142
NFRKB	1706	1253	1939	1665
NFS1	2325	1822	1020	1124
NFU1	421	463	730	810
NFX1	1146	928	1963	1707
NFXL1	793	507	871	857
NFYA	1627	1492	1311	1227
NFYB	2199	2005	782	824
NFYC	652	553	1112	1158
NGB	0	0	0	0
NGDN	722	588	896	1093
NGEF	62	96	457	506
NGF	0	0	0	0
NGFR	11	23	2	0
NGFRAP1	1549	1596	3310	3763
NGLY1	693	733	933	975
NGRN	3792	3290	2563	2944
NHEG1	0	0	0	0
NHEJ1	399	294	386	348
NHLH1	4	6	5	6
NHLH2	6	1	1	1
NHLRC1	81	94	0	0
NHLRC2	983	653	1021	869
NHLRC3	679	697	231	216
NHLRC4	4	2	49	32
NHP2	5146	4192	1993	2446
NHP2L1	4209	3214	2443	2766
NHS	90	95	47	43
NHSL1	261	166	270	287
NHSL2	5	10	26	20
NICN1	297	399	151	152
NID1	0	0	0	1
NID2	12	16	10	6
NIF3L1	1272	1163	888	936
NIM1	4	9	1	2
NIN	1998	1681	2173	1815
NINJ1	3967	2904	1658	1920
NINJ2	0	0	0	0
NINL	654	558	60	51
NIP7	1972	1318	962	1108
NIPA1	857	703	1059	983
NIPA2	2070	1407	1902	2096
NIPAL1	257	146	162	132
NIPAL2	574	481	85	74
NIPAL3	387	350	704	749
NIPAL4	0	0	0	0
NIPBL	3599	2299	1444	992
NIPSNAP1	4816	4918	5175	5934
NIPSNAP3A	1145	1364	1498	1620
NIPSNAP3B	42	35	8	6
NISCH	844	921	1934	1745
NIT1	520	742	554	662
NIT2	1737	1651	1413	1628
NKAIN1	22	17	3	8
NKAIN2	0	0	1	4
NKAIN3	0	0	3	1
NKAIN4	0	0	2	0
NKAP	332	257	530	525
NKAPL	3	2	5	1
NKAPP1	13	18	33	32
NKD1	24	17	111	86
NKD2	86	136	172	161
NKG7	2	1	16	5
NKIRAS1	235	242	302	335
NKIRAS2	1398	1279	1772	1898
NKPD1	16	32	64	63
NKRF	792	469	962	941
NKTR	1817	1296	1904	1418
NKX1-2	0	0	1	1
NKX2-1	6	10	1	2
NKX2-2	36	38	3	3
NKX2-3	3	0	0	0
NKX2-4	0	0	0	0
NKX2-5	0	0	0	0
NKX2-6	0	0	0	0
NKX2-8	0	2	1	0
NKX3-1	33	29	7373	6750
NKX3-2	12	15	44	36
NKX6-1	0	0	26	20
NKX6-2	0	0	0	0
NKX6-3	0	0	0	0
NLE1	807	655	1280	1472
NLGN1	1	2	150	118
NLGN2	1857	2460	521	447
NLGN3	9	13	29	23
NLGN4X	3	2	556	497
NLGN4Y	0	0	82	54
NLK	848	776	406	416
NLN	2895	1481	1987	1952
NLRC3	35	41	32	43
NLRC4	6	7	8	10
NLRC5	28	14	74	70
NLRP1	0	0	6	4
NLRP10	0	0	0	0
NLRP11	0	0	43	32
NLRP12	0	0	2	2
NLRP13	0	0	0	1
NLRP14	0	0	6	9
NLRP2	4	6	1549	1601
NLRP3	0	0	0	0
NLRP4	0	0	5	2
NLRP5	0	0	0	3
NLRP6	1	2	10	8
NLRP7	0	0	1	1
NLRP8	0	0	5	6
NLRP9	2	3	22	18
NLRX1	678	697	1037	1033
NMB	490	555	15	8
NMBR	1	1	4	1
NMD3	4279	4310	537	504
NME1	1865	1086	1520	2039
NME1-NME2	0	0	0	0
NME2	106	142	388	193
NME3	278	586	495	550
NME4	1191	1163	28	36
NME5	8	7	107	133
NME6	241	223	215	214
NME7	279	278	595	652
NMI	449	397	2	2
NMNAT1	217	256	431	406
NMNAT2	1	0	512	433
NMNAT3	5	4	51	51
NMRAL1	1267	1311	1121	1347
NMS	0	0	0	0
NMT1	3452	2280	1322	1447
NMT2	347	307	283	301
NMU	72	98	433	466
NMUR1	0	0	1	0
NMUR2	1	1	0	0
NNAT	30	30	7	10
NNMT	0	0	10	12
NNT	1999	1873	78	71
NOB1	1581	1215	1040	1104
NOBOX	0	0	0	0
NOC2L	2275	1775	3244	3471
NOC3L	1336	705	399	469
NOC4L	314	294	516	539
NOD1	220	221	213	204
NOD2	85	41	8	9
NODAL	4	6	10	5
NOG	1	0	0	1
NOL10	1750	1109	1523	1704
NOL11	4339	2721	1893	2031
NOL12	419	320	500	517
NOL3	541	1086	711	792
NOL4	0	0	0	0
NOL6	1881	1208	3281	3453
NOL7	1432	1073	1155	1230
NOL8	1765	1070	648	647
NOL9	357	301	1044	949
NOLC1	10876	5740	9956	9907
NOM1	3169	1832	658	617
NOMO1	859	610	494	482
NOMO2	347	202	171	163
NOMO3	214	131	94	100
NONO	4610	3957	9650	10453
NOP10	1350	1077	2083	2550
NOP14	2810	1572	2268	2370
NOP16	1774	1008	972	1146
NOP2	3977	2166	2861	3215
NOP56	5162	3229	7196	8132
NOP58	3698	2609	2705	2949
NOS1	0	1	1	3
NOS1AP	208	120	68	48
NOS2	0	1	4	0
NOS3	35	9	21	12
NOSIP	415	423	854	914
NOSTRIN	24	18	28	33
NOTCH1	1970	1535	748	538
NOTCH2	6130	3334	2164	1663
NOTCH2NL	404	354	358	363
NOTCH3	4847	4574	990	703
NOTCH4	9	10	22	20
NOTO	2	0	0	1
NOTUM	10	11	12	16
NOV	6	11	27	31
NOVA1	2	0	719	638
NOVA2	3	0	0	1
NOX1	2	5	8	2
NOX3	0	0	0	0
NOX4	1	0	2	6
NOX5	34	71	128	127
NOXA1	99	226	143	98
NOXO1	45	30	37	41
NPAS1	17	13	24	8
NPAS2	218	218	102	89
NPAS3	51	34	1	0
NPAS4	0	0	0	0
NPAT	593	446	867	632
NPB	6	7	12	9
NPBWR1	0	0	0	1
NPBWR2	0	0	0	0
NPC1	1684	1211	1562	1304
NPC1L1	2	17	6	8
NPC2	943	1199	1026	1111
NPDC1	1390	2332	1219	956
NPEPL1	12	13	6	3
NPEPPS	3169	2088	2316	2330
NPFF	10	16	10	13
NPFFR1	0	0	0	0
NPFFR2	0	0	1	0
NPHP1	106	115	157	142
NPHP3	98	115	80	71
NPHP3-ACAD11	36	38	50	44
NPHP4	603	652	493	475
NPHS1	1	1	0	1
NPHS2	0	0	0	0
NPIP	48	48	32	32
NPIPL3	62	32	24	23
NPL	62	33	101	95
NPLOC4	3255	2411	3619	3720
NPM1	9793	7496	8563	9129
NPM2	0	0	0	0
NPM3	1788	1128	1030	1166
NPNT	1108	2152	12	12
NPPA	1	2	5	5
NPPA-AS1	5	3	13	7
NPPB	0	0	0	0
NPPC	1	1	13	3
NPR1	3	3	24	20
NPR2	0	3	11	4
NPR3	143	46	90	62
NPRL2	491	403	825	998
NPRL3	1050	697	1174	1225
NPS	0	0	0	0
NPSR1	0	0	0	0
NPTN	5057	3838	1503	1471
NPTX1	22	7	1	2
NPTX2	0	1	401	400
NPTXR	611	542	377	305
NPVF	0	0	1	2
NPW	3	2	12	13
NPY	0	0	0	0
NPY1R	1794	251	4365	3908
NPY2R	0	0	2	0
NPY5R	33	3	8	1
NPY6R	0	0	1	0
NQO1	5917	5229	1746	2044
NQO2	402	427	418	490
NR0B1	0	0	2	1
NR0B2	0	0	1	0
NR1D1	135	91	252	231
NR1D2	1484	1132	1227	1198
NR1H2	605	719	1153	1127
NR1H3	273	348	242	332
NR1H4	0	1	2	1
NR1I2	0	0	1	0
NR1I3	8	4	13	11
NR2C1	594	631	453	486
NR2C2	2234	1451	1780	1286
NR2C2AP	1153	1019	617	745
NR2E1	0	0	0	0
NR2E3	6	2	0	0
NR2F1	13	34	74	61
NR2F2	1874	1488	1992	2130
NR2F6	752	823	1485	1725
NR3C1	2371	2719	6	14
NR3C2	95	192	205	202
NR4A1	2062	7979	282	284
NR4A2	260	533	11	16
NR4A3	13	23	4	3
NR5A1	0	0	0	0
NR5A2	150	56	51	29
NR6A1	28	9	26	27
NRADDP	13	14	6	7
NRAP	5	2	2	3
NRARP	864	1002	610	696
NRAS	14763	12719	2962	3029
NRBF2	404	372	303	299
NRBP1	5007	4888	2694	2770
NRBP2	741	1312	199	169
NRCAM	2412	4462	12	21
NRD1	4456	3514	3162	2984
NRF1	705	626	479	544
NRG1	0	0	3	0
NRG2	3	0	3	1
NRG3	39	32	6	7
NRG4	18	25	30	17
NRGN	94	126	170	226
NRIP1	1063	534	2995	2493
NRIP2	59	59	41	47
NRIP3	0	0	0	1
NRK	16	9	1	0
NRL	11	21	60	61
NRM	469	756	470	559
NRN1	7	5	416	405
NRN1L	2	4	6	4
NRP1	1239	628	1896	1776
NRP2	8	1	8	7
NRSN1	0	0	0	0
NRSN2	636	838	1216	1365
NRTN	11	16	24	27
NRXN1	1	2	414	362
NRXN2	0	0	25	15
NRXN3	30	16	236	178
NSA2	1542	1237	1828	1915
NSD1	8306	4503	4469	3271
NSDHL	1569	1054	695	821
NSF	1981	2078	1911	2001
NSFL1C	1042	869	1546	1683
NSFP1	0	0	0	0
NSL1	712	600	1414	1731
NSMAF	1661	994	924	779
NSMCE1	936	1168	1249	1477
NSMCE2	1204	1004	410	505
NSMCE4A	1139	960	655	794
NSRP1	467	320	1409	1438
NSUN2	7177	4450	3757	3790
NSUN3	307	250	222	228
NSUN4	941	778	1489	1454
NSUN5	398	404	466	575
NSUN5P1	133	164	72	74
NSUN5P2	139	145	75	74
NSUN6	240	209	485	477
NSUN7	157	176	1	1
NT5C	580	647	390	404
NT5C1A	0	0	0	0
NT5C1B	0	0	1	1
NT5C1B-RDH14	0	0	0	0
NT5C2	1967	1741	2215	2147
NT5C3	1125	868	492	529
NT5C3L	973	1035	1624	1771
NT5DC1	848	834	1550	1575
NT5DC2	2955	2987	4982	5260
NT5DC3	413	224	379	324
NT5E	1	0	34	24
NT5M	67	90	240	300
NTAN1	622	649	355	387
NTF3	0	0	9	5
NTF4	24	38	9	7
NTHL1	439	480	552	564
NTM	0	0	0	0
NTN1	434	187	26	22
NTN3	3	8	6	3
NTN4	31	19	5	16
NTN5	1	2	8	3
NTNG1	1	0	11	13
NTNG2	5	6	4	3
NTPCR	666	508	958	1169
NTRK1	0	2	2	2
NTRK2	2	3	10	9
NTRK3	0	3	0	0
NTS	1	3	1	1
NTSR1	24	17	20	15
NTSR2	1	2	8	8
NUAK1	560	506	339	278
NUAK2	61	82	403	365
NUB1	2258	2033	1253	1326
NUBP1	528	436	454	511
NUBP2	761	839	1007	999
NUBPL	844	551	428	371
NUCB1	1515	1708	1492	1460
NUCB2	768	949	4455	4184
NUCKS1	43755	33887	12001	11904
NUDC	1444	1090	2486	2593
NUDCD1	3365	2276	998	1066
NUDCD2	993	955	1175	1358
NUDCD3	2253	1899	1812	2066
NUDT1	709	761	505	637
NUDT10	0	0	8	6
NUDT11	4	1	185	212
NUDT12	1229	1114	852	949
NUDT13	222	277	148	135
NUDT14	257	415	383	405
NUDT15	903	757	829	868
NUDT16	449	477	1348	1227
NUDT16L1	742	973	462	559
NUDT16P1	3	0	803	700
NUDT17	279	337	18	8
NUDT18	237	398	274	316
NUDT19	1235	981	2274	2530
NUDT2	481	567	834	968
NUDT21	5126	3736	3123	3131
NUDT22	368	600	507	465
NUDT3	80	64	72	65
NUDT4	35	43	24	21
NUDT4P1	0	0	0	0
NUDT5	1685	1289	1381	1507
NUDT6	71	70	96	98
NUDT7	316	397	58	69
NUDT8	236	261	721	765
NUDT9	887	741	1233	1448
NUDT9P1	2	1	1	0
NUF2	1238	976	1317	1519
NUFIP1	692	412	168	180
NUFIP2	4610	3126	4483	3698
NUMA1	10714	11667	10285	9267
NUMB	2140	1766	1468	1398
NUMBL	451	556	734	661
NUP107	3495	2950	1782	2119
NUP133	1672	1328	2286	2294
NUP153	5083	2648	2433	2150
NUP155	3614	2163	2568	2186
NUP160	5519	3174	2312	2199
NUP188	5102	2840	2155	1891
NUP205	10228	5901	4436	4186
NUP210	9427	5018	5929	4859
NUP210L	559	509	10	7
NUP214	2271	1097	1749	1374
NUP35	796	487	486	552
NUP37	1753	1363	591	573
NUP43	957	647	1259	1257
NUP50	2260	1704	1469	1385
NUP54	1713	1285	1468	1545
NUP62	2161	1727	2804	2812
NUP62CL	95	91	74	80
NUP85	2508	1949	1210	1426
NUP88	2613	1790	2572	2837
NUP93	1715	1042	3544	4047
NUP98	3619	2256	4507	3974
NUPL1	3856	2686	4739	4267
NUPL2	460	494	751	748
NUPR1	340	309	2325	2721
NUS1	555	398	1074	1074
NUSAP1	2895	2779	3724	3695
NUTF2	1815	1272	1278	1383
NVL	567	498	1407	1459
NWD1	0	0	65	53
NXF1	1826	1808	1747	1831
NXF2	0	0	0	0
NXF2B	0	0	0	0
NXF3	0	1	3	0
NXF4	1	0	0	1
NXF5	0	1	0	0
NXN	102	161	412	450
NXNL1	1	0	0	0
NXNL2	10	19	1	1
NXPH1	3	14	0	0
NXPH2	0	0	0	1
NXPH3	1094	1265	7	4
NXPH4	185	184	555	598
NXT1	557	438	264	345
NXT2	416	358	523	533
NYNRIN	1143	870	1	5
NYX	0	0	0	0
O3FAR1	0	0	0	0
OAF	199	109	642	717
OAS1	882	358	23	36
OAS2	291	78	9	10
OAS3	5186	2457	298	312
OASL	271	152	284	280
OAT	2028	1895	61	103
OAZ1	9780	10225	16845	19577
OAZ2	3442	3316	2357	2726
OAZ3	44	64	175	200
OBFC1	870	575	478	533
OBFC2A	198	129	546	539
OBFC2B	1524	1332	1126	1362
OBP2A	0	0	0	1
OBP2B	0	0	0	1
OBSCN	669	562	803	644
OBSL1	1274	2331	7	8
OC90	0	0	0	0
OCA2	1	1	2	1
OCEL1	79	116	263	328
OCIAD1	3786	3552	4582	5122
OCIAD2	667	647	1059	1146
OCLM	9	5	4	4
OCLN	832	740	668	559
OCM	0	3	0	0
OCM2	0	0	0	0
OCRL	2358	1431	1325	1100
ODAM	3	11	196	217
ODC1	4625	3547	17260	20041
ODF1	0	0	0	0
ODF2	3360	3022	2059	1941
ODF2L	240	203	512	523
ODF3	0	0	0	0
ODF3B	4	26	72	48
ODF3L1	2	0	1	2
ODF3L2	2	4	21	12
ODF4	0	0	0	2
ODZ1	21	13	28	15
ODZ2	2	0	10	16
ODZ3	684	478	3	1
ODZ4	6	2	4	4
OFD1	435	395	226	184
OGDH	4401	3407	6273	6589
OGDHL	366	340	514	575
OGFOD1	1361	782	1199	1218
OGFOD2	406	482	372	413
OGFR	917	1328	856	863
OGFRL1	708	796	1497	1272
OGG1	556	587	445	474
OGN	0	0	8	7
OGT	2938	2150	4765	4228
OIP5	321	326	580	644
OIT3	0	0	1	2
OLA1	2553	2134	2637	2633
OLAH	0	0	1	3
OLFM1	552	735	11	20
OLFM2	192	140	149	125
OLFM3	0	0	2	2
OLFM4	0	0	0	0
OLFML1	0	0	1	1
OLFML2A	42	107	2	2
OLFML2B	1	2	5	9
OLFML3	20	6	0	1
OLIG1	0	0	27	22
OLIG2	2	7	3	3
OLIG3	0	0	0	0
OLR1	4	1	1	1
OMA1	637	577	850	856
OMD	0	0	0	1
OMG	0	0	1	0
OMP	0	0	0	1
ONECUT1	65	60	6	5
ONECUT2	149	59	667	465
ONECUT3	0	0	0	0
OOEP	7	0	23	30
OPA1	7267	4879	3148	2905
OPA3	650	552	525	526
OPALIN	0	0	0	0
OPCML	0	0	0	0
OPHN1	313	170	204	166
OPLAH	361	495	494	406
OPN1LW	0	0	1	0
OPN1MW	0	0	0	0
OPN1MW2	0	0	0	0
OPN1SW	1	3	3	2
OPN3	160	119	34	22
OPN4	0	1	0	0
OPN5	0	0	2	1
OPRD1	0	0	0	0
OPRK1	1	0	60	66
OPRL1	40	100	28	32
OPRM1	0	0	0	0
OPTC	0	0	0	0
OPTN	157	199	207	159
OR10A2	0	0	0	0
OR10A3	0	0	0	0
OR10A4	0	0	0	0
OR10A5	0	0	0	0
OR10A6	0	0	0	0
OR10A7	0	0	0	0
OR10AD1	0	0	0	0
OR10AG1	0	0	0	1
OR10C1	0	0	0	0
OR10G2	0	2	0	0
OR10G3	0	0	0	0
OR10G4	0	0	0	0
OR10G7	0	0	0	0
OR10G8	0	0	0	0
OR10G9	0	0	0	0
OR10H1	0	0	0	0
OR10H2	0	0	0	0
OR10H3	0	0	0	0
OR10H4	0	0	0	0
OR10H5	0	0	0	0
OR10J1	0	0	0	0
OR10J3	0	0	0	0
OR10J5	0	0	0	0
OR10K1	0	0	0	0
OR10K2	0	0	0	0
OR10P1	0	0	0	0
OR10Q1	0	0	0	0
OR10R2	0	0	0	0
OR10S1	0	0	0	0
OR10T2	0	2	0	0
OR10V1	0	0	0	0
OR10W1	0	0	0	0
OR10X1	0	0	0	0
OR10Z1	0	0	0	0
OR11A1	0	1	0	0
OR11G2	0	0	0	0
